date,id
2020-12-12 10:55:53.823594+00:00,7543777398
2020-12-12 11:28:33.855719+00:00,7543777398
2020-12-12 11:28:40.230707+00:00,7543777398
2020-12-12 11:29:16.841528+00:00,7543777398
2020-12-12 11:29:53.824486+00:00,7543777398
2020-12-12 11:30:44.423899+00:00,7543777398
2020-12-12 11:30:55.473086+00:00,7543777398
2020-12-12 11:31:34.760431+00:00,7543777398
2020-12-12 11:32:54.642993+00:00,7543777398
2020-12-12 11:35:44.434405+00:00,7543777398
2020-12-12 11:36:18.317744+00:00,7543777398
2020-12-12 11:38:31.692011+00:00,7543777398
2020-12-12 11:40:18.707646+00:00,7543777398
2020-12-12 11:41:25.851096+00:00,7543777398
2020-12-12 11:44:45.731859+00:00,7543777398
2020-12-12 11:46:19.448576+00:00,7543777398
2020-12-12 11:46:31.842519+00:00,7543777398
2020-12-12 11:48:12.839772+00:00,7543777398
2020-12-12 11:49:20.074923+00:00,7543777398
2020-12-12 11:49:34.180714+00:00,7543777398
2020-12-12 11:49:41.749615+00:00,7543777398
2020-12-12 12:02:31.224743+00:00,7543777398
2020-12-12 12:02:36.675878+00:00,7543777398
2020-12-12 12:02:47.758972+00:00,7543777398
2020-12-12 12:02:53.262397+00:00,7543777398
2020-12-12 12:03:05.376668+00:00,7543777398
2020-12-12 12:03:22.341245+00:00,7543777398
2020-12-12 12:03:37.469630+00:00,7543777398
2020-12-12 12:03:38.611040+00:00,7543777398
2020-12-12 12:03:40.929743+00:00,7543777398
2020-12-12 12:03:42.251948+00:00,7543777398
2020-12-12 12:03:45.676195+00:00,7543777398
2020-12-12 12:04:12.412587+00:00,7543777398
2020-12-12 12:04:17.939847+00:00,7543777398
2020-12-12 12:06:31.095733+00:00,7543777398
2020-12-12 12:07:04.706700+00:00,7543777398
2020-12-12 12:07:34.022440+00:00,7543777398
2020-12-12 12:09:03.310405+00:00,7543777398
2020-12-12 12:09:18.501626+00:00,7543777398
2020-12-12 12:09:25.413146+00:00,7543777398
2020-12-12 12:09:31.324557+00:00,7543777398
2020-12-12 12:09:51.085395+00:00,7543777398
2020-12-12 12:09:55.190390+00:00,7543777398
2020-12-12 12:10:22.233806+00:00,7543777398
2020-12-12 12:10:30.174270+00:00,7543777398
2020-12-12 12:10:32.925768+00:00,7543777398
2020-12-12 12:14:14.914275+00:00,7543777398
2020-12-12 12:19:24.987551+00:00,7543777398
2020-12-12 12:19:26.657466+00:00,7543777398
2020-12-12 12:19:28.147823+00:00,7543777398
2020-12-12 12:19:42.929399+00:00,7543777398
2020-12-12 12:20:05.988867+00:00,7543777398
2020-12-12 12:20:08.116361+00:00,7543777398
2020-12-12 12:33:25.009075+00:00,7543777398
2020-12-12 12:33:26.872813+00:00,7543777398
2020-12-12 12:33:32.869315+00:00,7543777398
2020-12-12 12:35:21.237828+00:00,7543777398
2020-12-12 12:35:23.122014+00:00,7543777398
2020-12-12 12:35:24.497400+00:00,7543777398
2020-12-12 12:35:33.649266+00:00,7543777398
2020-12-12 12:56:34.791453+00:00,7543777398
2020-12-12 12:56:36.614439+00:00,7543777398
2020-12-12 12:57:06.181438+00:00,7543777398
2020-12-12 12:57:09.011930+00:00,7543777398
2020-12-12 13:28:27.684480+00:00,7543777398
2020-12-12 13:28:59.387510+00:00,7543777398
2020-12-12 13:30:28.581987+00:00,7543777398
2020-12-12 13:36:27.671326+00:00,7543777398
2020-12-12 13:37:09.781678+00:00,7543777398
2020-12-12 13:37:14.592093+00:00,7543777398
2020-12-12 13:37:17.146377+00:00,7543777398
2020-12-12 13:37:18.611267+00:00,7543777398
2020-12-12 13:37:29.096043+00:00,7543777398
2020-12-12 13:44:20.362891+00:00,7543777398
2020-12-12 13:44:26.673571+00:00,7543777398
2020-12-12 13:44:28.273363+00:00,7543777398
2020-12-12 13:44:36.239948+00:00,7543777398
2020-12-12 13:45:38.815809+00:00,7543777398
2020-12-12 13:46:23.489865+00:00,7543777398
2020-12-12 13:47:04.548701+00:00,7543777398
2020-12-12 13:50:44.504411+00:00,7543777398
2020-12-12 13:51:09.318148+00:00,7543777398
2020-12-12 13:51:43.376844+00:00,7543777398
2020-12-12 13:52:01.787525+00:00,7543777398
2020-12-12 13:52:26.995437+00:00,7543777398
2020-12-12 13:53:11.812428+00:00,7543777398
2020-12-12 13:53:50.675292+00:00,7543777398
2020-12-12 13:57:41.907993+00:00,7543777398
2020-12-12 14:01:42.700313+00:00,7543777398
