,Unnamed: 0,smiles,prob,pred_odor
0,0,CC(=C)[C@H]1CCC(=CC1)C,0.9999869,1.0
1,1,Cc1oc(C)c(SC(=O)c2occc2)c1,0.91682863,1.0
